PROGRAM,POSITION,ERROR,WELD_SPEED,COMMAND_CURRENT,CURRENT_OUTPUT,COMMAND_VOLTAGE,VOLTAGE_OUTPUT,SHORT_COUNT,PULSE_FREQUENCY,MOTOR_CURRENT,WIRE_SPEED,INSTANT_ARC_LACK_TIME,TIMESTAMP
SALDATURA OP2,P013,N,0.8,220,207,18,18,83,70,0.53,13.3,0,1568828440
SALDATURA OP2,P009,N,0.8,220,211,18,18,77,292,1.14,13.3,0,1568827562
SALDATURA OP2,P060,N,0.72,230,140,19.6,16.3,18,63,0.47,14,0,1568819008
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,44,70,0.09,0,0,1568820314
SALDATURA OP1,P080,N,0.8,220,222,18,17.9,100,68,1.02,13.3,0,1568847277
SALDATURA OP1,P077,N,0.9,190,98,17,13.3,10,49,0.08,10.45,0,1568826277
SALDATURA OP2,P077,N,0.9,190,0,18,13.3,0,31,0.04,2,0,1568825642
SALDATURA OP2,P106,N,0.8,220,218,18,17.1,98,73,1.26,13.3,0,1568823638
SALDATURA OP1,P077,N,0.9,190,176,17,15.5,30,75,1.04,10.45,0,1568826577
SALDATURA OP1,P008,N,0.8,220,214,18,17.8,87,69,1.07,13.3,0,1568829263
SALDATURA OP1,P103,N,0.9,190,200,17,16,48,76,0.19,10.45,0,1568826777
SALDATURA OP1,P107,N,0.8,220,218,18,17.7,104,217,0.98,13.3,0,1568310699
SALDATURA OP1,P103,N,0.9,190,201,17,16.1,65,75,0.8,10.45,0,1568826977
SALDATURA OP1,P062,N,0.8,220,223,18,17.6,97,78,0.95,13.3,0,1568835977
SALDATURA OP1,P033,N,0.8,220,225,18,17.5,98,90,1.08,13.3,0,1568307558
SALDATURA OP2,P038,N,0.8,220,222,18,17.5,95,289,2.53,13.3,0,1568837935
SALDATURA OP2,P012,N,0.8,220,207,18,18.6,83,71,2.45,13.3,0,1568833265
SALDATURA OP2,P074,N,0.8,220,212,18,18.2,99,91,1.07,13.3,0,1568324378
SALDATURA OP2,P032,N,0.8,220,140,18,11.1,14,38,0.57,13.3,0,1568303026
SALDATURA OP2,P104,N,0.8,220,222,18,16.5,103,443,0.15,13.3,0,1568833484
SALDATURA OP1,P073,N,0.5,150,0,14.4,0,31,80,0.05,0,0,1568821366
SALDATURA OP2,P039,N,0.8,220,227,18,17.2,106,85,1.7,13.3,0,1568309342
SALDATURA OP2,P007,N,0.8,220,208,18,18.1,86,75,2.24,13.3,0,1568304541
SALDATURA OP1,P096,N,0.8,220,222,18,17,103,493,0.25,13.3,0,1568299844
SALDATURA OP1,P033,N,0.8,220,214,18,17.8,101,217,1.45,13.3,0,1568315015
SALDATURA OP1,P013,N,0.8,220,218,18,16.5,87,71,1.63,13.3,0,1568314707
SALDATURA OP1,P065,N,0.4,120,0,16.5,5.8,17,78,0.06,2,0,1568826890
SALDATURA OP2,P087,N,0.5,120,115,16.5,16.8,49,48,0.16,5.28,0,1568284527
SALDATURA OP2,P081,N,0.8,220,215,18,18.9,108,83,1.45,13.3,0,1568323626
SALDATURA OP1,P065,N,0.4,120,77,16.5,11.4,2,13,0.33,5.28,0,1568827190
SALDATURA OP1,P065,N,0.4,120,94,16.5,13.2,8,63,0.52,5.28,0,1568827290
SALDATURA OP1,P031,N,0.8,220,227,18,15.7,98,209,2.5,13.3,0,1568303131
SALDATURA OP1,P092,N,0.8,220,223,18,16.6,105,107,2.43,13.3,0,1568299691
SALDATURA OP1,P088,N,0.8,220,222,18,19.2,57,76,2.46,13.3,0,1568828039
SALDATURA OP1,P039,N,0.8,220,224,18,17,104,578,0.09,13.3,0,1568837961
SALDATURA OP2,P045,N,0.8,220,225,18,17.3,104,378,1.89,13.3,0,1568313616
SALDATURA OP1,P064,N,0.8,80,180,14.4,16.7,100,102,0.72,0,0,1568328714
SALDATURA OP1,P007,N,0.8,220,218,18,17,101,78,0.38,13.3,0,1568303570
SALDATURA OP1,P088,N,0.8,220,224,18,18.1,93,157,3.22,13.3,0,1568828354
SALDATURA OP1,P065,N,0.4,120,121,16.5,17.2,53,55,0.67,5.28,0,1568828190
SALDATURA OP2,P113,N,0.8,150,0,10,0,57,77,0.03,0,0,1568831283
SALDATURA OP1,P065,N,0.4,120,122,16.5,16.8,52,54,0.04,5.28,0,1568828390
SALDATURA OP2,P009,N,0.8,220,212,18,18,77,70,0.46,13.3,0,1568823496
SALDATURA OP1,P087,N,0.7,180,187,17.5,17,95,68,0.94,9.72,0,1568830335
SALDATURA OP2,P043,N,0.8,220,224,18,16.6,104,84,2.83,13.3,0,1568830467
SALDATURA OP2,P090,N,0.5,120,118,16.5,16.7,53,43,0.15,5.28,0,1568284331
SALDATURA OP2,P014,N,0.8,220,213,18,17.6,78,73,0.27,13.3,0,1568842543
SALDATURA OP1,P043,N,0.8,150,0,14.4,0,23,66,0.03,0,0,1568289090
SALDATURA OP1,P094,N,0.8,220,223,18,17.4,102,861,2.09,13.3,0,1568824134
SALDATURA OP1,P002,N,0.8,220,116,18,15,14,38,0.52,13.3,0,1568823958
SALDATURA OP1,P009,N,0.8,220,212,18,18,106,108,0.6,13.3,0,1568840199
SALDATURA OP2,P006,N,0.8,220,216,18,17.5,90,73,0.99,13.3,0,1568828832
SALDATURA OP2,P042,N,0.8,220,225,18,17.7,101,73,1.07,13.3,0,1568848559
SALDATURA OP1,P080,N,0.8,220,222,18,17.3,97,89,0.53,13.3,0,1568314911
SALDATURA OP2,P018,N,0.8,220,209,18,17.8,104,66,0.29,13.3,0,1568312493
SALDATURA OP1,P067,N,0.5,80,114,14.4,16.3,47,44,0.18,0,0,1568829790
SALDATURA OP2,P091,N,0.5,80,125,14.4,15,51,52,0.41,0,0,1568814664
SALDATURA OP1,P031,N,0.8,220,229,18,16.4,103,482,2.27,13.3,0,1568829233
SALDATURA OP1,P032,N,0.8,220,220,18,16.1,107,108,1,13.3,0,1568823570
SALDATURA OP1,P088,N,0.8,220,221,18,19,53,89,3.13,13.3,0,1568813656
SALDATURA OP2,P045,N,0.8,220,216,18,17.5,103,85,2.13,13.3,0,1568840294
SALDATURA OP1,P070,N,0.5,150,0,14.4,0,18,41,0.01,0,0,1568830390
SALDATURA OP1,P010,N,0.8,220,213,18,18.9,84,82,0.52,13.3,0,1568855305
SALDATURA OP2,P053,N,0.72,240,25,20,20.7,0,62,0.06,2,0,1568826310
SALDATURA OP1,P070,N,0.5,150,0,14.4,0,5,41,0.01,0,0,1568830690
SALDATURA OP2,P004,N,0.8,220,0,18,11.9,0,83,0.04,2,0,1568295663
SALDATURA OP1,P031,N,0.8,220,233,18,16.1,111,780,1.28,13.3,0,1568300505
SALDATURA OP2,P004,N,0.8,220,29,18,11,1,30,0.03,13.3,0,1568295863
SALDATURA OP2,P004,N,0.8,220,113,18,9.3,4,36,0.34,13.3,0,1568295963
SALDATURA OP2,P103,N,0.8,220,210,18,16.7,42,360,2.03,13.3,0,1568822029
SALDATURA OP1,P063,N,0.8,220,220,18,17.7,88,73,2.74,13.3,0,1568836819
SALDATURA OP2,P004,N,0.8,220,150,18,16.3,26,78,0.69,13.3,0,1568296263
SALDATURA OP2,P004,N,0.8,220,171,18,17.3,33,72,0.36,13.3,0,1568296363
SALDATURA OP1,P089,N,0.8,220,223,18,16.9,94,92,2.13,13.3,0,1568816376
SALDATURA OP1,P013,N,0.8,220,215,18,17.9,78,192,1.11,13.3,0,1568294543
SALDATURA OP1,P015,N,0.7,150,0,14.4,0,20,51,0.09,0,0,1568858905
SALDATURA OP2,P004,N,0.8,220,220,18,18.4,71,321,1.08,13.3,0,1568296763
SALDATURA OP2,P008,N,0.8,220,209,18,18.4,85,83,1.37,13.3,0,1568825062
SALDATURA OP2,P004,N,0.8,220,144,18,20.7,26,64,0.15,13.3,0,1568827432
SALDATURA OP2,P005,N,0.8,220,212,18,18.1,87,90,1.39,13.3,0,1568297063
SALDATURA OP2,P075,N,0.8,220,216,18,18.2,89,242,1.08,13.3,0,1568327227
SALDATURA OP1,P039,N,0.8,220,221,18,16.2,119,660,1.1,13.3,0,1568311005
SALDATURA OP2,P006,N,0.8,220,215,18,17.8,94,96,1.36,13.3,0,1568297363
SALDATURA OP1,P065,N,0.4,120,2,16.5,11.6,3,82,0.14,2,0,1568819598
SALDATURA OP1,P109,N,0.8,220,231,18,15.7,110,1021,2.63,13.3,0,1568829581
SALDATURA OP2,P006,N,0.8,220,219,18,17.7,96,154,1.5,13.3,0,1568297663
SALDATURA OP1,P003,N,0.8,220,218,18,17.9,105,82,3.01,13.3,0,1568303080
SALDATURA OP2,P075,N,0.8,220,214,18,18.7,95,111,1.44,13.3,0,1568325978
SALDATURA OP2,P034,N,0.8,220,222,18,18,100,733,0.13,13.3,0,1568301827
SALDATURA OP2,P035,N,0.8,220,225,18,17.2,89,73,0.4,13.3,0,1568830805
SALDATURA OP2,P007,N,0.8,220,216,18,18.1,96,71,2.02,13.3,0,1568298163
SALDATURA OP2,P040,N,0.8,220,220,18,17.8,97,85,2.75,13.3,0,1568313558
SALDATURA OP2,P007,N,0.8,220,212,18,18.4,94,91,1.46,13.3,0,1568298363
SALDATURA OP2,P007,N,0.8,220,219,18,17.9,95,86,0.27,13.3,0,1568298463
SALDATURA OP1,P003,N,0.8,220,209,18,16.8,102,86,0.79,13.3,0,1568297596
SALDATURA OP1,P064,N,0.8,80,65,14.4,12.5,82,88,0.08,0,0,1568320231
SALDATURA OP2,P012,N,0.8,220,210,18,18,84,71,1.16,13.3,0,1568831451
SALDATURA OP1,P032,N,0.8,220,223,18,17.1,93,82,0.84,13.3,0,1568310914
SALDATURA OP1,P012,N,0.7,80,187,14.4,17.3,69,71,1.42,3.17,0,1568834352
SALDATURA OP2,P007,N,0.8,220,212,18,18.7,88,75,1.27,13.3,0,1568299063
SALDATURA OP2,P103,N,0.8,220,232,18,17.2,65,73,1.35,13.3,0,1568822810
SALDATURA OP2,P104,N,0.8,220,221,18,17.8,100,77,0.98,13.3,0,1568304585
SALDATURA OP1,P059,N,0.72,150,3,14.4,6.7,93,83,0,0,0,1568296239
SALDATURA OP2,P060,N,0.72,230,0,19.6,6.1,0,233,0.04,2,0,1568839036
SALDATURA OP2,P017,N,0.8,220,209,18,18.8,91,71,0.13,13.3,0,1568836460
SALDATURA OP2,P008,N,0.8,220,214,18,17.8,85,85,0.89,13.3,0,1568299663
SALDATURA OP1,P091,N,0.8,220,230,18,17,105,88,2.14,13.3,0,1568823629
SALDATURA OP1,P071,N,0.9,190,197,17,16.9,53,75,1.4,10.45,22,1568819114
SALDATURA OP2,P008,N,0.8,220,210,18,17.8,85,72,0.18,13.3,0,1568299963
SALDATURA OP1,P050,N,0.72,240,224,20.6,19.1,110,98,3.09,14,0,1568825622
SALDATURA OP2,P009,N,0.8,220,217,18,17.2,78,88,0.14,13.3,0,1568819965
SALDATURA OP2,P008,N,0.8,220,210,18,18.1,84,74,0.04,13.3,0,1568300263
SALDATURA OP1,P081,N,0.8,220,231,18,17,111,466,1.81,13.3,0,1568833170
SALDATURA OP1,P014,N,0.7,150,0,14.4,0,39,56,0.06,0,0,1568842498
SALDATURA OP1,P006,N,0.8,220,215,18,17,114,90,0.55,13.3,0,1568308078
SALDATURA OP2,P107,N,0.8,220,219,18,17.4,99,79,1.75,13.3,0,1568844695
SALDATURA OP1,P032,N,0.8,220,223,18,17.2,96,72,1.4,13.3,0,1568836977
SALDATURA OP2,P089,N,0.5,120,93,16.5,11.5,7,54,0.45,5.28,0,1568821583
SALDATURA OP2,P034,N,0.8,220,218,18,17.8,99,105,2.21,13.3,0,1568827489
SALDATURA OP2,P074,N,0.8,220,206,18,18.8,99,94,3.89,13.3,0,1568855448
SALDATURA OP2,P035,N,0.8,220,225,18,17.1,92,81,0.32,13.3,0,1568297412
SALDATURA OP2,P085,N,0.72,230,228,19.6,19.1,107,80,1.33,14,0,1568301587
SALDATURA OP2,P091,N,0.5,80,117,14.4,15.9,48,44,0.06,0,0,1568302065
SALDATURA OP2,P076,N,0.5,150,0,14.4,0,14,44,0.02,0,0,1568827474
SALDATURA OP2,P018,N,0.8,220,210,18,17.9,101,345,1.21,13.3,0,1568847043
SALDATURA OP2,P009,N,0.8,220,208,18,17.5,82,77,2.01,13.3,0,1568301663
SALDATURA OP2,P007,N,0.8,220,215,18,17.7,90,94,0.61,13.3,0,1568823170
SALDATURA OP1,P004,N,0.8,220,219,18,18,102,390,4.27,13.3,0,1568295973
SALDATURA OP2,P009,N,0.8,220,212,18,17.5,80,138,1.79,13.3,0,1568301963
SALDATURA OP2,P009,N,0.8,220,212,18,17.5,79,69,0.5,13.3,0,1568302063
SALDATURA OP2,P009,N,0.8,220,212,18,17.6,79,67,0.57,13.3,0,1568302163
SALDATURA OP1,P080,N,0.8,220,217,18,18,104,75,1.2,13.3,0,1568318974
SALDATURA OP2,P042,N,0.8,220,222,18,17.4,92,77,2.54,13.3,0,1568842791
SALDATURA OP1,P090,N,0.8,220,220,18,17.4,100,278,1.37,13.3,0,1568822729
SALDATURA OP2,P039,N,0.8,220,222,18,16.9,101,79,1.67,13.3,0,1568841533
SALDATURA OP2,P010,N,0.8,220,210,18,18.2,81,77,0.14,13.3,0,1568309390
SALDATURA OP2,P084,N,0.72,240,220,20,19.7,92,170,2.89,14,0,1568297927
SALDATURA OP2,P053,N,0.72,240,0,20,13.3,0,95,0.07,2,0,1568300831
SALDATURA OP1,P098,N,0.8,220,223,18,16.3,106,493,1.89,13.3,0,1568831626
SALDATURA OP2,P009,N,0.8,220,202,18,18.1,78,74,1.28,13.3,0,1568838574
SALDATURA OP1,P063,N,0.8,220,221,18,17.8,84,90,0.95,13.3,0,1568319058
SALDATURA OP1,P109,N,0.8,220,235,18,16.1,92,90,0.16,13.3,0,1568294558
SALDATURA OP1,P079,N,0.9,150,0,14.4,0.3,68,85,0.1,7.46,0,1568826474
SALDATURA OP1,P013,N,0.8,220,215,18,17.2,102,98,0.25,13.3,0,1568308065
SALDATURA OP1,P056,N,0.72,230,61,19.6,11.3,1,29,0.08,14,0,1568820791
SALDATURA OP1,P031,N,0.8,220,237,18,15.7,108,514,0.55,13.3,0,1568301705
SALDATURA OP2,P113,N,0.8,150,0,10,0,42,80,0.05,0,0,1568828321
SALDATURA OP2,P038,N,0.8,220,213,18,17.7,97,377,1.58,13.3,0,1568831355
SALDATURA OP2,P045,N,0.8,220,219,18,17.9,104,78,1.25,13.3,0,1568840922
SALDATURA OP2,P021,N,0.8,150,0,14.4,0,59,62,0.08,0,0,1568846637
SALDATURA OP1,P109,N,0.8,220,226,18,15.8,102,87,1.39,13.3,0,1568835237
SALDATURA OP1,P096,N,0.8,220,219,18,18.3,98,76,1.56,13.3,0,1568305217
SALDATURA OP2,P009,N,0.8,220,213,18,17.8,77,69,2.25,13.3,0,1568304363
SALDATURA OP2,P009,N,0.8,220,211,18,18,77,73,1.57,13.3,0,1568304463
SALDATURA OP1,P096,N,0.8,220,223,18,17.3,105,84,1.66,13.3,0,1568832319
SALDATURA OP2,P009,N,0.8,220,216,18,18,77,77,1.38,13.3,0,1568304663
SALDATURA OP2,P104,N,0.8,220,230,18,16.4,98,126,0.67,13.3,0,1568820870
SALDATURA OP2,P081,N,0.8,220,218,18,17.9,109,77,0.02,13.3,0,1568846270
SALDATURA OP2,P009,N,0.8,220,213,18,17.8,78,68,1,13.3,0,1568834159
SALDATURA OP1,P003,N,0.8,220,214,18,16.7,97,86,0.61,13.3,0,1568294970
SALDATURA OP1,P063,N,0.8,220,219,18,17.8,88,142,0.03,13.3,0,1568328394
SALDATURA OP1,P012,N,0.7,80,90,14.4,13.2,69,61,0.13,0,0,1568319406
SALDATURA OP2,P010,N,0.8,220,209,18,18.4,84,78,1,13.3,0,1568305363
SALDATURA OP2,P013,N,0.8,220,216,18,18.2,80,73,1.67,13.3,0,1568313994
SALDATURA OP1,P031,N,0.8,220,224,18,16.6,96,103,1.25,13.3,0,1568310215
SALDATURA OP2,P038,N,0.8,220,224,18,16.9,96,83,0.63,13.3,0,1568306864
SALDATURA OP2,P074,N,0.8,220,216,18,17.7,91,85,1.62,13.3,0,1568327126
SALDATURA OP1,P010,N,0.8,220,215,18,19.4,100,348,2.19,13.3,0,1568832469
SALDATURA OP1,P031,N,0.8,220,231,18,16.3,102,83,0.58,13.3,0,1568822183
SALDATURA OP2,P084,N,0.72,240,224,20,22.6,50,101,1.4,14,0,1568831779
SALDATURA OP1,P005,N,0.8,220,214,18,16.8,92,75,0.01,13.3,0,1568824255
SALDATURA OP1,P039,N,0.8,220,220,18,17.4,97,79,0.69,13.3,0,1568848537
SALDATURA OP1,P071,N,0.9,190,202,17,16,41,74,0.85,10.45,0,1568815231
SALDATURA OP2,P012,N,0.8,220,215,18,17.6,91,74,0.44,13.3,0,1568306463
SALDATURA OP1,P044,N,0.8,150,0,14.4,0,64,421,0.09,0,0,1568843590
SALDATURA OP2,P106,N,0.8,220,220,18,17.6,97,165,0.98,13.3,0,1568298808
SALDATURA OP2,P084,N,0.72,240,229,20,19.9,77,508,1.88,14,0,1568822371
SALDATURA OP2,P038,N,0.8,220,221,18,17.2,93,76,1.25,13.3,0,1568310527
SALDATURA OP2,P109,N,0.8,220,226,18,17.3,102,73,1.4,13.3,0,1568301001
SALDATURA OP2,P013,N,0.8,220,211,18,18,84,73,0.79,13.3,0,1568307063
SALDATURA OP1,P003,N,0.8,220,204,18,15.8,104,146,1.09,13.3,0,1568817552
SALDATURA OP2,P038,N,0.8,220,220,18,16.5,90,74,0.25,13.3,0,1568834133
SALDATURA OP1,P102,N,0.5,190,199,17,15.5,82,189,0.21,10.45,0,1568824601
SALDATURA OP2,P018,N,0.8,220,216,18,18.7,90,569,1.58,13.3,0,1568828613
SALDATURA OP1,P090,N,0.8,220,214,18,18.5,91,461,0.08,13.3,0,1568830439
SALDATURA OP1,P092,N,0.8,220,226,18,16.8,103,81,1.54,13.3,0,1568832754
SALDATURA OP2,P087,N,0.5,120,118,16.5,16.2,48,51,0.08,5.28,0,1568833198
SALDATURA OP2,P033,N,0.8,220,231,18,17.2,86,88,0.77,13.3,0,1568815580
SALDATURA OP2,P014,N,0.8,220,213,18,18.1,81,69,0.53,13.3,0,1568307963
SALDATURA OP1,P005,N,0.8,220,217,18,17.2,102,79,1.25,13.3,0,1568821119
SALDATURA OP1,P094,N,0.8,220,223,18,17.6,102,75,1.09,13.3,0,1568829976
SALDATURA OP2,P084,N,0.72,240,235,20,21.3,58,622,1.23,14,0,1568298456
SALDATURA OP1,P096,N,0.8,220,217,18,16.9,107,251,0.47,13.3,0,1568846225
SALDATURA OP2,P038,N,0.8,220,221,18,16.6,92,79,0.15,13.3,0,1568835817
SALDATURA OP1,P003,N,0.8,220,221,18,17.8,82,81,2.15,13.3,0,1568300158
SALDATURA OP2,P086,N,0.4,120,115,16.5,17.4,44,37,0.36,5.28,0,1568825056
SALDATURA OP2,P075,N,0.8,220,215,18,18.5,85,74,0.36,13.3,0,1568329852
SALDATURA OP2,P086,N,0.4,120,120,16.5,17,36,42,0.35,5.28,0,1568831545
SALDATURA OP2,P013,N,0.8,220,213,18,17.9,78,69,1.17,13.3,0,1568831270
SALDATURA OP2,P037,N,0.8,220,225,18,16.2,94,596,0.6,13.3,0,1568830962
SALDATURA OP2,P045,N,0.8,220,217,18,17.8,92,483,0.61,13.3,0,1568846017
SALDATURA OP1,P050,N,0.72,240,223,20.6,19.7,88,157,0.93,14,0,1568303497
SALDATURA OP2,P086,N,0.4,120,125,16.5,10.7,3,26,0.1,5.28,0,1568294259
SALDATURA OP2,P017,N,0.8,220,211,18,18.4,90,70,1,13.3,0,1568309463
SALDATURA OP1,P109,N,0.8,220,233,18,16.2,89,916,0.55,13.3,0,1568817583
SALDATURA OP2,P038,N,0.8,220,223,18,16.8,97,78,2.4,13.3,0,1568827245
SALDATURA OP1,P075,N,0.9,150,0,14.4,0,19,71,0.02,0,0,1568822806
SALDATURA OP1,P037,N,0.8,220,231,18,16.3,106,83,0.57,13.3,0,1568317914
SALDATURA OP2,P013,N,0.8,220,217,18,17.4,89,69,0.47,13.3,0,1568825248
SALDATURA OP1,P089,N,0.8,220,224,18,17,102,2667,1.78,13.3,0,1568821611
SALDATURA OP2,P087,N,0.5,120,116,16.5,16.1,45,43,0.07,5.28,0,1568821288
SALDATURA OP2,P033,N,0.8,220,233,18,18.6,58,422,1.1,13.3,0,1568298011
SALDATURA OP2,P017,N,0.8,220,205,18,19,83,85,0.56,13.3,0,1568310363
SALDATURA OP1,P090,N,0.8,220,222,18,17,99,70,1.26,13.3,0,1568303002
SALDATURA OP2,P017,N,0.8,220,207,18,18.5,83,72,2.25,13.3,0,1568310563
SALDATURA OP1,P031,N,0.8,220,217,18,17.8,88,71,0.48,13.3,0,1568836553
SALDATURA OP2,P086,N,0.4,120,0,16.5,13.2,0,71,0.05,2,0,1568297394
SALDATURA OP2,P018,N,0.8,220,208,18,18.6,86,79,0.61,13.3,0,1568310863
SALDATURA OP2,P018,N,0.8,220,202,18,18.3,86,245,0.29,13.3,0,1568310963
SALDATURA OP2,P018,N,0.8,220,208,18,18.1,88,84,1.5,13.3,0,1568311063
SALDATURA OP1,P088,N,0.8,220,223,18,17.2,87,222,2.31,13.3,0,1568813405
SALDATURA OP2,P018,N,0.8,220,206,18,18.7,88,76,1.87,13.3,0,1568311263
SALDATURA OP1,P050,N,0.72,240,229,20.6,19,121,167,1.77,14,0,1568295708
SALDATURA OP2,P007,N,0.8,220,216,18,18,98,90,1.12,13.3,0,1568296431
SALDATURA OP2,P018,N,0.8,220,211,18,18.2,89,85,0.82,13.3,0,1568311563
SALDATURA OP1,P005,N,0.8,220,211,18,16.3,77,72,1.2,13.3,0,1568821755
SALDATURA OP2,P018,N,0.8,220,208,18,18.3,89,89,1.21,13.3,0,1568311763
SALDATURA OP1,P080,N,0.8,220,219,18,18.5,105,193,1.56,13.3,0,1568847726
SALDATURA OP2,P075,N,0.8,220,221,18,17.9,96,432,1.8,13.3,0,1568843528
SALDATURA OP2,P018,N,0.8,220,204,18,18.4,95,87,1.52,13.3,0,1568312063
SALDATURA OP2,P075,N,0.8,220,213,18,18.6,99,72,1.39,13.3,0,1568846203
SALDATURA OP2,P032,N,0.8,220,138,18,10.8,14,38,0.28,13.3,0,1568296469
SALDATURA OP2,P008,N,0.8,220,206,18,17.9,82,82,0.47,13.3,0,1568828857
SALDATURA OP1,P106,N,0.8,220,224,18,17.1,107,89,1.5,13.3,0,1568823305
SALDATURA OP2,P009,N,0.8,220,215,18,17.6,85,72,1.69,13.3,0,1568824923
SALDATURA OP2,P063,N,0.72,150,0,14.4,0,23,99,0.06,0,0,1568833741
SALDATURA OP2,P019,N,0.8,220,209,18,17.8,103,80,0.87,13.3,0,1568312637
SALDATURA OP2,P060,N,0.72,230,0,19.6,7.3,0,83,0.04,2,0,1568298833
SALDATURA OP2,P109,N,0.8,220,224,18,17.1,109,77,1.2,13.3,0,1568839264
SALDATURA OP2,P019,N,0.8,220,211,18,17.8,107,91,1.19,13.3,0,1568313063
SALDATURA OP1,P003,N,0.8,220,200,18,16,107,514,1.06,13.3,0,1568824473
SALDATURA OP1,P088,N,0.8,220,99,18,10.2,1,3,0.08,13.3,0,1568813834
SALDATURA OP1,P089,N,0.8,220,232,18,16.6,99,81,0.12,13.3,0,1568295491
SALDATURA OP2,P019,N,0.8,220,220,18,16.5,108,348,1.88,13.3,0,1568313463
SALDATURA OP2,P097,N,0.8,220,217,18,16.8,110,105,1.6,13.3,0,1568313563
SALDATURA OP1,P032,N,0.8,220,218,18,16.8,92,72,1.42,13.3,0,1568294963
SALDATURA OP2,P072,N,0.9,150,0,14.4,0,54,81,0.17,0,0,1568302824
SALDATURA OP1,P109,N,0.8,220,232,18,16.3,101,77,1.37,13.3,0,1568303740
SALDATURA OP1,P032,N,0.8,220,217,18,17.3,92,74,0.49,13.3,0,1568842937
SALDATURA OP1,P056,N,0.72,230,96,19.6,14.3,3,18,0.23,14,13,1568826767
SALDATURA OP2,P086,N,0.4,120,0,16.5,13.6,0,74,0.07,2,0,1568811956
SALDATURA OP1,P096,N,0.8,220,223,18,17.6,108,105,1.67,13.3,0,1568827344
SALDATURA OP2,P009,N,0.8,220,212,18,17.8,80,73,0.95,13.3,0,1568829103
SALDATURA OP2,P096,N,0.8,220,234,18,16.1,102,83,1.6,13.3,0,1568314463
SALDATURA OP2,P037,N,0.8,220,223,18,16.3,89,426,1.91,13.3,0,1568824440
SALDATURA OP1,P010,N,0.8,220,224,18,18.1,91,99,1.15,13.3,0,1568315405
SALDATURA OP2,P093,N,0.8,80,195,14.4,12.9,93,70,1.05,3.17,0,1568314763
SALDATURA OP2,P093,N,0.8,80,121,14.4,11.4,92,79,0.23,0,0,1568321073
SALDATURA OP2,P038,N,0.8,220,224,18,16.2,96,76,1.24,13.3,0,1568310473
SALDATURA OP1,P096,N,0.8,220,226,18,17.8,95,74,3.11,13.3,0,1568307579
SALDATURA OP2,P103,N,0.8,220,0,18,13.9,0,63,0.04,2,0,1568826610
SALDATURA OP2,P038,N,0.8,220,221,18,16.5,97,86,0.09,13.3,0,1568829309
SALDATURA OP1,P011,N,0.8,220,220,18,17.4,89,88,1.37,13.3,0,1568315278
SALDATURA OP1,P062,N,0.8,220,224,18,17.4,96,556,1.51,13.3,0,1568326194
SALDATURA OP1,P032,N,0.8,220,220,18,17.5,100,71,0.81,13.3,0,1568830104
SALDATURA OP1,P006,N,0.8,220,214,18,17.5,103,147,0.37,13.3,0,1568827781
SALDATURA OP1,P065,N,0.4,120,0,16.5,7.1,14,81,0.04,2,0,1568302378
SALDATURA OP1,P087,N,0.7,180,185,17.5,17.2,90,66,0.44,9.72,0,1568843968
SALDATURA OP1,P063,N,0.8,220,217,18,17.3,90,69,0.97,13.3,0,1568842162
SALDATURA OP1,P039,N,0.8,220,220,18,18.2,100,70,2.44,13.3,0,1568841361
SALDATURA OP2,P038,N,0.8,220,221,18,17.7,86,78,0.23,13.3,0,1568301286
SALDATURA OP1,P002,N,0.8,220,180,18,16.4,31,62,1.63,13.3,0,1568819855
SALDATURA OP1,P065,N,0.4,120,129,16.5,13.5,18,52,0.15,5.28,0,1568302978
SALDATURA OP1,P031,N,0.8,220,227,18,15.9,113,89,1.71,13.3,0,1568310368
SALDATURA OP1,P010,N,0.8,220,219,18,19.5,99,177,1.72,13.3,0,1568828913
SALDATURA OP2,P035,N,0.8,220,226,18,17,100,69,2.45,13.3,0,1568309226
SALDATURA OP1,P065,N,0.4,120,131,16.5,15.2,43,66,0.47,5.28,0,1568303378
SALDATURA OP2,P038,N,0.8,220,220,18,16.8,87,76,0.72,13.3,0,1568834589
SALDATURA OP1,P031,N,0.8,220,227,18,15.4,97,77,0.82,13.3,0,1568822777
SALDATURA OP1,P065,N,0.4,120,132,16.5,15.3,60,62,0.5,5.28,0,1568303678
SALDATURA OP1,P092,N,0.8,220,224,18,17.1,106,443,0.85,13.3,0,1568829819
SALDATURA OP2,P012,N,0.8,220,212,18,17.7,86,1048,1.25,13.3,0,1568307852
SALDATURA OP1,P056,N,0.72,230,233,19.6,17.9,119,110,1.58,14,0,1568814903
SALDATURA OP2,P085,N,0.72,230,222,19.6,19.1,110,282,1.51,14,0,1568817005
SALDATURA OP1,P005,N,0.8,220,224,18,16.9,101,74,2.1,13.3,0,1568302144
SALDATURA OP1,P065,N,0.4,120,128,16.5,15.1,62,57,0.38,5.28,0,1568304278
SALDATURA OP1,P056,N,0.72,230,207,19.6,17.9,39,91,0.2,14,24.7,1568814965
SALDATURA OP1,P100,N,0.5,120,127,16.5,15.2,61,57,0.21,5.28,0,1568304478
SALDATURA OP2,P091,N,0.5,150,0,14.4,3.8,38,35,0.11,7.46,0,1568829407
SALDATURA OP1,P039,N,0.8,220,231,18,16.3,124,429,1.81,13.3,0,1568830819
